date,ticker,open,high,close,volume,avg_vol,rvol,gap_pct,gain_pct,close_pct,dumped,rank
2025-12-09,ZONE,0.31,0.37,0.36,4144200,8487245,0.5,-4.1,20.9,16.7,False,avoid
2025-12-09,BBIG,0.0,0.0,0.0,3449,5376,0.6,0.0,20.0,20.0,False,avoid
2025-12-09,HPNN,0.0,0.0,0.0,41982831,8281782,5.1,-16.7,20.0,0.0,True,watch
2025-12-10,BBIG,0.0,0.0,0.0,2026,4668,0.4,-16.7,500.0,500.0,False,avoid
2025-12-10,ILUS,0.0,0.0,0.0,850157,1247394,0.7,-66.7,200.0,200.0,False,avoid
2025-12-10,BACK,0.13,0.2,0.18,200300,28570,7.0,-38.1,53.8,38.5,True,avoid
2025-12-10,SIDU,0.85,1.24,1.13,26170200,1277210,20.5,6.8,45.9,32.9,False,warm
2025-12-10,ASTI,2.07,2.9,2.79,1682300,104985,16.0,-1.4,40.1,34.8,False,warm
2025-12-10,BEAT,1.45,1.79,1.55,270417600,6920100,39.1,79.9,23.4,6.9,True,hot
2025-12-10,JAGX,1.18,1.44,1.33,2230000,246450,9.0,0.9,22.0,12.7,False,watch
2025-12-10,FGI,7.49,9.0,8.69,53400,52775,1.0,-0.8,20.2,16.0,False,avoid
2025-12-10,ILLR,0.59,0.7,0.67,1022000,717550,1.4,-0.5,20.1,14.3,False,avoid
2025-12-10,HPNN,0.0,0.0,0.0,2039900,6951589,0.3,0.0,20.0,0.0,True,avoid
2025-12-11,BEAT,1.45,2.82,2.12,159782400,20439285,7.8,-6.5,94.5,46.2,True,watch
2025-12-11,RETO,2.21,3.54,2.69,4237600,219265,19.3,3.3,60.2,21.7,True,warm
2025-12-11,BACK,0.12,0.19,0.15,8900,38080,0.2,-32.8,55.4,24.0,True,avoid
2025-12-11,MITI,0.1,0.14,0.12,173600,66930,2.6,-9.1,40.0,20.0,True,avoid
2025-12-11,ILUS,0.0,0.0,0.0,1135315,1244736,0.9,0.0,33.3,0.0,True,avoid
2025-12-11,ZSPC,0.52,0.69,0.61,3284500,1395580,2.4,4.2,32.4,16.1,True,avoid
2025-12-11,ASTI,2.77,3.64,3.29,3019800,185820,16.3,-0.7,31.4,18.8,False,warm
2025-12-11,VSA,4.35,5.7,5.35,355230,414016,0.9,-1.1,31.0,23.0,False,avoid
2025-12-11,POM,0.37,0.48,0.38,12550000,4978865,2.5,-25.8,29.4,3.5,True,avoid
2025-12-11,EFOI,2.14,2.73,2.43,90700,10130,9.0,-0.9,27.6,13.6,False,watch
2025-12-11,XBP,4.2,5.35,5.26,155670,24700,6.3,1.4,27.4,25.2,False,watch
2025-12-11,FUSE,1.93,2.39,2.27,199700,51430,3.9,3.2,23.8,17.6,False,watch
2025-12-11,MTC,2.67,3.25,3.06,455900,593590,0.8,2.7,21.7,14.6,False,avoid
2025-12-11,HPNN,0.0,0.0,0.0,7313766,6716279,1.1,0.0,20.0,20.0,False,avoid
2025-12-12,ILUS,0.0,0.0,0.0,520497,1201613,0.4,0.0,66.7,0.0,True,avoid
